Bam_file_name,General_ancient_score,Nb_reads_mapped,Mean_coverage,Percentage_window_covered,Average_mapq,sdAverage_mapq,Pydamage_Pmax,Pydamage_Pvalue,Pydamage_RMSE,Percentage_PMD_score_sup_1pt5,Percentage_PMD_score_sup_3,sd_identity,Mean_identity,Mean_read_length,sd_read_length,Percentage_bases_covered,C-to-T_0,C-to-T_1,C-to-T_10,C-to-T_11,C-to-T_12,C-to-T_13,C-to-T_14,C-to-T_15,C-to-T_16,C-to-T_17,C-to-T_18,C-to-T_19,C-to-T_2,C-to-T_20,C-to-T_21,C-to-T_22,C-to-T_23,C-to-T_24,C-to-T_25,C-to-T_26,C-to-T_27,C-to-T_28,C-to-T_29,C-to-T_3,C-to-T_30,C-to-T_4,C-to-T_5,C-to-T_6,C-to-T_7,C-to-T_8,C-to-T_9,CpG-to-TpG_0,CpG-to-TpG_1,CpG-to-TpG_10,CpG-to-TpG_11,CpG-to-TpG_12,CpG-to-TpG_13,CpG-to-TpG_14,CpG-to-TpG_15,CpG-to-TpG_16,CpG-to-TpG_17,CpG-to-TpG_18,CpG-to-TpG_19,CpG-to-TpG_2,CpG-to-TpG_20,CpG-to-TpG_21,CpG-to-TpG_22,CpG-to-TpG_23,CpG-to-TpG_24,CpG-to-TpG_25,CpG-to-TpG_26,CpG-to-TpG_27,CpG-to-TpG_28,CpG-to-TpG_29,CpG-to-TpG_3,CpG-to-TpG_30,CpG-to-TpG_4,CpG-to-TpG_5,CpG-to-TpG_6,CpG-to-TpG_7,CpG-to-TpG_8,CpG-to-TpG_9
NoDup_sorted_filterBAM_quality_filtred_Yersinia_pestis_control.bam,5/5,186971,1.53,100.0,35.68,11.8,0.325,0.0,0.01,19.48,12.56,2.28,98.02389928965802,65.8031192003038,21.88,73.2,0.3399,0.2047,0.0489,0.0394,0.039,0.0347,0.0349,0.0319,0.031,0.0303,0.0294,0.0278,0.1585,0.0259,0.0247,0.024,0.0219,0.0234,0.0216,0.0198,0.0191,0.019,0.0189,0.127,0.0176,0.1103,0.0861,0.0819,0.057,0.0536,0.0475,0.3534,0.2153,0.0408,0.0429,0.0322,0.0348,0.0367,0.0328,0.0315,0.0288,0.023,0.0276,0.1604,0.0292,0.0206,0.0215,0.0239,0.0177,0.0181,0.0247,0.0187,0.0193,0.0163,0.125,0.0174,0.0994,0.072,0.0725,0.065,0.0531,0.0369
